Title,Owner,State,City/District,Periodity
GARMENTS INDIA,S. RANGARAJAN,TN,CHENNAI,F
INDIA THOZHILALI,THE MADRAS LABOUR UNION,TN,CHENNAI,F
THE INDIAN AND GLOBAL BUSINESS,M. NARASIMHAN,TN,CHENNAI,F
SOUTH INDIA TURF CLUB PVT LTD RACING CALENDER,SOUTH INDIA TURF CLUB P LTD,TN,CHENNAI,F
PHYSIOTHERAPY-THE JOURNAL OF THE INDIAN ASSOCIATIO,B.S.DESIKAMANI,TN,CHENNAI,HY
INDIAN JOURNAL OF CRIMINOLOGY,"THE INDIAN SOCIETY FOR CRIMINOLOGY, CHENNAI",TN,CHENNAI,HY
INDIAN DEVELOPMENT SPECTRUM,CENTRE RESEARCH ON NEW INTERNATIONAL ECONOMIC,TN,CHENNAI,HY
INDIAN JOURNAL OF APPLIED PSYCHOLOGY,THE CHENNAI PSYCHOLOGY SOCIETY,TN,CHENNAI,HY
INDIA BUSINESS WEB DIRECTORY,M.THULUKKANAM,TN,CHENNAI,HY
INDIAN MINERALOGIST,MINERALOGICAL SOCIETY OF INDIA,TN,CHENNAI,HY
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF INDIA,THE MARINE BIOLOGICAL ASSOCIATION OF INDIA,TN,CHENNAI,HY
INDIAN VALLEY BALL,VOLLEY BALL FEDERATION OF INDIA,TN,CHENNAI,HY
INDIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY,MADRAS PSYCHOLOGY SOCIETY,TN,CHENNAI,HY
INDIAN JOURNAL OF RESEARCH IN HUMAN SCIENCE,"READER & HEAD OF THE DEPARTMENT, DEPARTMENT OF P.G.STUDIES AND RESEARCH IN HUMAN SCIENCE",TN,CHENNAI,HY
RED INDIA,CARBORUNDUM UNIVERSAL LTD.,TN,CHENNAI,HY
"BI ANNUAL JOURNAL OF INDIAN ART CULTURE, HERITAGE AND TOURISM",PRABHU KUMARI VANAMA,TN,CHENNAI,HY
ANGLO INDIAN,A J EDMONDS,TN,CHENNAI,M
THE SOUTH INDIAN JOURNALIST,THE SOUTH INDIAN TEACHER UNION,TN,CHENNAI,M
INDIA ARASIAL,ABI & ABI PUBLICATIONS,TN,CHENNAI,M
INDIAN SELVAM,M. P. RADHA KRISHNAN,TN,CHENNAI,M
JAPAN INDIA BUSINESS INFORMATION SERVICES N.L.F.J.,N KRISHNA SWAMI,TN,CHENNAI,M
INDIAN BACKWARD`S VOICE,INDIAN BACKWARD'S VOICE,TN,CHENNAI,M
SOUTH INDIA CHURCHMAN,"THE SYNOD OF THE CHURCH OF SOUTH INDIA, CHENNAI",TN,CHENNAI,M
ALL INDIA JUDGEMENTS,T. RANJITH RAJU,TN,CHENNAI,M
THE INDIAN CHESS MAGAZINE,S ARUNACHALAM,TN,CHENNAI,M
SOUTH INDIA INDUSTRIAL REPORTER,N.L. GOVINDARAJ,TN,CHENNAI,M
INDIAN KENNEL GAZETTE,THE KENNEL CLUB OF INDIA,TN,CHENNAI,M
ALL INDIA BANKER'S UPDATE,P.SARAVANAN,TN,CHENNAI,M
INDIAN GENERAL TRADE,M.S.L.NARSIMHAM,TN,CHENNAI,M
NEWS & VIEWS OF INDIAN HOTELS,S.A.ALAGAR SAMY,TN,CHENNAI,M
SOUTH INDIA HOLIDAYS,A. ALAVUDEEN UDHAYARAJA,TN,CHENNAI,M
MODERN INDIA MONTHLY,N SWAMI DAS,TN,CHENNAI,M
PRINTINDIA,T SUBRAMANIAM,TN,CHENNAI,M
SHORT STORY MAGAZINE OF INDIA,B. V. NARASIMHAN,TN,CHENNAI,M
AGILA INDIA MAKKAL SHAKTHI,M.PALANI,TN,CHENNAI,M
INDIAN MOVIE STAR,S SELVARAJOO,TN,CHENNAI,M
INDIAN REVIEW OF BOOKS,K S PADMANABAN,TN,CHENNAI,M
IMAGE INDIA,B. JOHN PETER,TN,CHENNAI,M
INDIAN LEATHER,S. SANKARAN,TN,CHENNAI,M
FIRE SENSE INDIA,A.KISHORE BABU,TN,CHENNAI,M
THE INDIAN VETERINARY JOURNAL,INDIAN VETERINARY ASSOCIATIION CHENNAI,TN,CHENNAI,M
THE EXPORT INDIA JOURNAL,D.N.K. KESWARAN AND THREE OTHERS MADRAS,TN,CHENNAI,M
INTAYA INDIAN,H. VASANTHA KUMAR,TN,CHENNAI,M
INDIAN JOURNAL OF SCIENCE AND TECHNOLOGY,INDIAN SOCIETY FOR EDUCATION AND ENVIRONMENT,TN,CHENNAI,M
JUNIOR INDIANS,S. MANISH KUMAR,TN,CHENNAI,M
MOTOR INDIA,GOPALI AND CO.,TN,CHENNAI,M
INDIAR MAKKAL KARJANAI,K. KARUNAKARAN,TN,CHENNAI,M
THE SOUTH INDIAN TEACHER,THE SOUTH INDIAN TEACHERS UNION,TN,CHENNAI,M
ISLAMIC BANKING AND FINANCE INDIA,ISLAMIC ECONOMIC FORUM OF INDIA,TN,CHENNAI,M
INDIAN AGE,SURESH PALAMEL,TN,CHENNAI,M
TAX INDIA,ALL INDIA INCOME-TEX EMPLOYES FEDERATION,TN,CHENNAI,M
SECURE INDIA,EKAMBARAM GANESH BABU,TN,CHENNAI,M
THE FAMILY PRACTITIONER OF INDIA,DR. A. RAJA RAJESHWAR,TN,CHENNAI,M
INDIAN REPORTER,V.R.KRISHNAKUMAR,TN,CHENNAI,M
INDIAN SCIENCE MONITOR,T.K.V.RAJAN,TN,CHENNAI,M
JAPAN INDIA BUSINESS INFORMATION SERVICES N L F(I),N.KRISHANASWAMI,TN,CHENNAI,M
SUDENDHIRA INDIA,R. MURUGAN,TN,CHENNAI,M
INDIAN SCIENCE MONITOR,T.K.V. RAJAN,TN,CHENNAI,M
INDIA MAGAZINE,B.V. NARASIMHAN,TN,CHENNAI,M
THE INDIAN REVIEW,G.A. NATESAN & CO,TN,CHENNAI,M
SOCIAL INDIA,E. V. K. PILLAI,TN,CHENNAI,M
INDIA CHEITHI MALAR,G. MANOHARAN,TN,CHENNAI,M
SAINTS INDIA,SAM S.P. KUMAR,TN,CHENNAI,M
INDIAN HEALTH POINT,T. ARUNACHALAM,TN,CHENNAI,M
SOUTH INDIA VISION,H. MOHAMED HARIF,TN,CHENNAI,M
LEATHER NEWS INDIA,COUNCIL FOR LEATHER EXPORTS,TN,CHENNAI,M
INDIAN STORAGE BATTERY JOURNAL,V. JAI SANKAR,TN,CHENNAI,M
DRAVIDA INDIA,SELVARAJ VC,TN,CHENNAI,M
INDIAN TRAVEL GUIDE,Y LAKSHMINARAYAN,TN,CHENNAI,M
NEWS FROM ENFIELD INDIA,THE ENFIELD INDIA LTD.,TN,CHENNAI,M
MOTORINDIA,GOPALI & CO.,TN,CHENNAI,M
NANO INDIAN,T.K. ASWINIKUMAR,TN,CHENNAI,M
NEWS 24X7 INDIA,H. ABDULLAH BASHA,TN,CHENNAI,M
INDIA FIRST,R. RAJARAM,TN,CHENNAI,M
BUILDERS INDIA,VENKATRAMAN S.,TN,CHENNAI,M
SOUTH INDIAN MARKET,R VISWANATHAN,TN,CHENNAI,M
INDIAN COOKERY,R. DESIKAN,TN,CHENNAI,M
JOURNAL OF INDIAN HOUSE WIFE,R DESIKAN,TN,CHENNAI,M
INDIAN MINORITIES,R. JAMAL NAZEAM,TN,CHENNAI,M
INDIAN NEEDLEWOMAN,R. DESIKAN,TN,CHENNAI,M
VOICE OF OVERSEAS INDIANS,G. PRITHIVIRAJ,TN,CHENNAI,M
JOURNAL OF THE CINE TECHNICIANS ASS OF SOUTH INDIA,THE CINE TECHNICIANS ASSOCIATIONS OF SOUTH INDIA,TN,CHENNAI,M
A TO Z INDIA,INDIRA SRIVATSA,TN,CHENNAI,M
THE GREAT INDIA,R. BALAMURUGAN,TN,CHENNAI,M
INSTITUTION OF ENGINEERS(INDIA)T.N STATE CENTRE BULLETIN,INSTITUTION OF ENGINEERS (INDIA) TAMILNADU STATE CENTRE,TN,CHENNAI,M
THE ROYALTY INDIA,ROSHNI S. HEMDEV,TN,CHENNAI,M
ROOF & FACADE INDIA,ROOF & FACADE ENTERPRISES INDIA PVT. LTD.,TN,CHENNAI,M
JOURNAL OF THE SOUTHERN INDIA CHAMBER OF COMMERCE,THE SOUTHERN INDIA CHAMBER OF COMMERCE,TN,CHENNAI,M
REFLECT INDIA,REFLECT NEWS PRIVATE LIMITED,TN,CHENNAI,M
SOUTH INDIAN PRESS NEWS,NAGARAJAN G,TN,CHENNAI,M
MY MAGAZINE OF INDIA,SMT. V LAKSHMI DEVI,TN,CHENNAI,M
INDIAN DTP NEWS,M.THULUKKANAM,TN,CHENNAI,M
INDIAN STAR,K.A. MARIAPPAN,TN,CHENNAI,M
THE FRIEND OF INDIA,K.SHANTH KUMAR,TN,CHENNAI,M
INDIAN KURAL,L.MANOHARAN,TN,CHENNAI,M
INDIAN HOCKEY,"COMMITTEE CONSISTING OF M/S J.D. NAGARVALU, F.V.ARUL, VICTOR SIMMON AND C.D.PARTHA SARATHY STADIUM,",TN,CHENNAI,M
INDIA REIGNS,S. JOSEPH EMMANUEL,TN,CHENNAI,M
NEWS LETTER OF NEUROLOGICAL SOCIETY OF INDIA,NEURLOGY SOCIETY OF INDIA,TN,CHENNAI,OP
KRISHNAMURTI FOUNDATION INDIA BULLETIN,KRISHNAMURTI FOUNDATION,TN,CHENNAI,OP
THE INDIAN JOURNAL OF POLITICAL SCIENCE,"THE INDIAN POLITICAL SCIENCE ASSOCIATION, MADRAS",TN,CHENNAI,Q
INDIA PISTONS BULLETIN,MESSRS INDIA PISTONS (PRIVATE) LTD.,TN,CHENNAI,Q
INDIAN FOLKLIFE,M.D.MUTHUKUMARASWAMY,TN,CHENNAI,Q
INDIAN FOOT WEAR,"INDIAN FOOTWEAR SOCIETY, CHENNAI",TN,CHENNAI,Q
SOUTH INDIA HOUSE MAGAZINE,SOUTH INDIA CORPORATION (A) PRIVATE LTD.,TN,CHENNAI,Q
JOURNAL OF THE INDIAN BOTANICAL SOCIETY,THE INDIAN BOTANICAL SOCIETY,TN,CHENNAI,Q
INDIAN JOURNAL OF INDUSTRIAL MEDICINE,V. RAMACHANDRAN,TN,CHENNAI,Q
JOURNAL OF TRIBOLOGY INDIA LIMITED,TRIBOLOGY INDIA LIMITED,TN,CHENNAI,Q
ALL INDIA M.PS - M.L.AS VOICE,P.SURESH MURUGAN,TN,CHENNAI,Q
JOURNAL OF INDIAN RHEUMATISM ASSOCIATION,INDIAN RHEUMATISM ASSOCIATION,TN,CHENNAI,Q
INDIAN JOURNAL OF PRACTICAL PEDIATRICS,DR.M.V.VIJAYAKUMAR,TN,CHENNAI,Q
INDIAN COMMERCIAL &TRADE NEWS,INDO AMERICAN CHAMBER OF COMMERCE,TN,CHENNAI,Q
INDIAN BRIDGE MAGAZINE,ALL INDIA BRIDGE FEDERATION,TN,CHENNAI,Q
LUNG INDIA,INDIAN CHEST SOCIETY,TN,CHENNAI,Q
INDIAN VEGETARIAN CONGRESS QUARTERLY,THE INDIAN VEGETARIAN CONGRESS,TN,CHENNAI,Q
INDIAN SHAREHOLDER,THE CHENNAI SHAREHOLDERS ASSOCIATION,TN,CHENNAI,Q
WAKE UP INDIA,NEW LIFE FOR INDIA MOVEMENT (TRUST),TN,CHENNAI,Q
ENGLISH ELECTRIC INDIAN NEWS,THE ENGLISH ELECTRIC CO. LTD,TN,CHENNAI,Q
INDIAN OVERSEAS BANK REVIEW,INDIAN OVERSEAS BANK LTD,TN,CHENNAI,Q
INDIA CHURCH GROWTH QUATERLY,CHURCH GROWTH EDUCATION TRUST,TN,CHENNAI,Q
WAKE UP INDIA,NEW LIFE FOR INDIA MOVEMENT (TRUST),TN,CHENNAI,Q
INDIAN INDUSTRIES,KRISHNA SRINIVAS,TN,CHENNAI,Q
INDIAN CHRISTIAN ENDEAVOUR,TITUS EBENEZER,TN,CHENNAI,Q
SOUTH INDIAN HORTICULTURE,SOUTH INDIAN HORTICULTURAL ASSOCIATION,TN,CHENNAI,Q
THE INDIAN GEOGRAPHICAL JOURNAL,THE INDIAN GEOGRAPHICAL SOCIETY,TN,CHENNAI,Q
INDIAN CORRECTIONAL JOURNAL,V KRISHNA MENON,TN,CHENNAI,Q
INDIAN JOURNAL OF FORENSIC SCIENCES,FORENSIC SCIENCES SOCIETY OF INDIA,TN,CHENNAI,Q
INDIAN TRANSPLANT NEWSLETTER,MOHAN FOUNDATION,TN,CHENNAI,Q
INDIAN TOBACCO JOURNAL,"DIRECTORATE OF TOBACCO DEVELOPMENT, MINISTRY OF AGRICULTURE, GOVT OF INDIA",TN,CHENNAI,Q
INDIA PISTONS JOURNAL,"INDIA PISTONS LTD.,",TN,CHENNAI,Q
ALL INDIA MANUFACTURERES ORGANISATION MADRAS STATE QUATERLY REVIEW,ALL INDIA MANUFACTURERS ORGANISATION,TN,CHENNAI,Q
ORTHONET INDIA,A.B.GOVINDARAJ,TN,CHENNAI,Q
THE JOURNAL OF WWW. INDIAN MODELS DIRECTORY.COM,JEEVAN SETHU,TN,CHENNAI,Q
SOUTH INDIA RACING NEWS,A. GNANA PRAKASAM,TN,CHENNAI,THW
SOUTH INDIA SPORTING NEWS,A GNANA PRAKASAM,TN,CHENNAI,THW
JOURNAL OF THE INDIAN ACADEMY OF APPLIED PSYCHOLOGY,THE INDIAN ACADEMY OF APPLIED PSYCHOLOGY,TN,CHENNAI,THY
ALL INDIA MARKET REPORT AND SPORTS,P R SUBBIAH,TN,CHENNAI,TWW
ALL INDIA SPORTING NEWS,N R RAMALINGAM,TN,CHENNAI,TWW
THE ALL INDIA TURF NEWS,N. R. RAMALINGAM,TN,CHENNAI,TWW
UNITED INDIA SPORTING NEWS,J.C.R.SATHIYAM,TN,CHENNAI,TWW
THE ALL INDIA RACING NEWS,P.R. SAROJA,TN,CHENNAI,TWW
SOUTH INDIA EQUESTRIAN GUIDE,K.P.S.MOORTHY,TN,CHENNAI,TWW
THE ALL INDIA HORSE SELECTIONS,S. M. RAJAGOPAL,TN,CHENNAI,TWW
SPORTS INDIA,SOUTH INDIA CORPORATION (AGENCIES) PRIVATE LTD.,TN,CHENNAI,W
FREE INDIA,FREE INDIA PVT LTD,TN,CHENNAI,W
INDIA,A. G. CHANDRASEKARAN,TN,CHENNAI,W
NAAN ORE INDIAN,HAJI T K A SABI MOHAMED,TN,CHENNAI,W
VEERA INDIAN,S.JANAKIRAMAN,TN,CHENNAI,W
ALL INDIA STUDIO NEWS,K KARMEGAMN,TN,CHENNAI,W
SOUTH INDIAN VOICE,C. SENTHILKUMARAN,TN,CHENNAI,W
SOUTH INDIAN POST,T. ASOKAN,TN,CHENNAI,W
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,CHENNAI,W
ALL INDIA SALES DIGEST,K.S. RAMASWAMY,TN,CHENNAI,W
INDIAN NADAR MURASU,K.M. JULIAN,TN,CHENNAI,W
INDIAN SOCIALIST,I S RAO,TN,CHENNAI,W
RICH INDIA,NOORDEEN A,TN,CHENNAI,W
SUPPLIMENT TO ALL INDIA SHORTING NEWS,N. R. RAMALINGAM,TN,CHENNAI,W
TALKS OF INDIA,S SANTHOSH,TN,CHENNAI,W
INDIAN SCIENTIST,K. SHANMUGAM,TN,COIMBATORE,A
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,COIMBATORE,D
NAVA INDIA,RAMAKRISHNA INDUSTRIALS PVT. LTD.,TN,COIMBATORE,D
NAMATHU INDIA,M K KALIANNAN,TN,COIMBATORE,D
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD,TN,COIMBATORE,D
INDIA ON DUTY,S.ANANTHI,TN,COIMBATORE,M
THE INDIAN INDUSTRIAL NEWS,M.SURESH,TN,COIMBATORE,M
THE INDIAN INDUSTRIAL NEWS,SURESH M,TN,COIMBATORE,M
THOZHIL INDIA,SOMA ERA ARUMUGAM,TN,COIMBATORE,M
INDIAN JOURNAL OF HOME SCIENCE,THE HOME SCIENCE ASSOCIATION OF INDIA,TN,COIMBATORE,Q
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,COIMBATORE,W
INDIAN JOURNAL OF NUTRITION AND DIEBETICS,"SRI AVINASHALINGAM HOME SCIENCE COLLEGE,",TN,COIMBATORE-17,M
INDIAN JOURNAL OF COMMUNITY GUIDANCE SERVICE,M. RAJAMANIKAM,TN,CUDDALORE,FMY
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD.,TN,DHARMAPURI,D
JOURNAL OF INDIAN ACADEMY OF DENTAL SPECIALIST RESEARCHERS,INDIAN ACADEMY OF DENTAL SPECIALISTS,TN,ERODE,Q
WCSC INDIAN JOURNAL OF YOGA FOR HUMAN EXCELLENCE,WORLD COMMUNITY SERVICE CENTRE,TN,ERODE,Q
TIMES OF UNITED SAMARITANS INDIA,SHEEBA LOURDHES,TN,KANCHEEPURAM,Q
INDIAN SOCIAL REFORMER,V. M. JESUDHAS,TN,KANNIYAKUMARI,M
INDIAN HONEY,INDIAN INSTITUTE OF HONEY,TN,KANNIYAKUMARI,Q
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,MADURAI,D
INDIA MURASU,K. DURAIPANDIAN,TN,MADURAI,D
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD.,TN,MADURAI,D
INDIA MURASU,K. DURAIPANDIAN,TN,MADURAI,D
INDIAN JOURNAL OF NURSING INNOVATIONS,THE MADURAI-RAMNAD DIOCESE,TN,MADURAI,HY
INDIAN JOURNAL OF PSYCHIATRY,"INDIAN PSYCHIATRIC SOCIETY, MADURAI",TN,MADURAI,Q
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,MADURAI,W
CHURCH OF SOUTH INDIA HIGH SCHOOL MAGAZINE,"CHURCH OF SOUTH INDIA HIGH SCHOOL, NAGAPATTINAM",TN,NAGAPATTINAM,A
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD.,TN,NAGAPATTINAM,D
PUDHIYA INDIA,P S PRABHU,TN,NAMAKKAL,M
INDIAN URIMAIKAL,B. JAGATHEES KUMAR,TN,RAMANATHAPURAM,M
THE INDIAN KENNEL GAZETTE,KENNEL CLUB OF INDIA,TN,SALEM,M
THE INDIAN RAILWAY ENGINEER,T S KRISHNA RAO,TN,TANJORE,Q
THE INDIAN RAILWAYS WORKSHOP MAGAZINE,T S KRISHNA RAO,TN,TANJORE,Q
CARDAMOMCITYINDIA-MAIL SERVICE,SUBRAMANIAM PRASADH,TN,THENI,OP
ZEALSMART'S INDIAN HEALTHCARE QUEST,S. MYTHILI,TN,THIRUVALLUR,A
ZEALSMART'S TICK INDIA QUEST,S. MYTHILI,TN,THIRUVALLUR,A
ZELASMART'S INDIAN EDUCATION QUEST,S. MYTHILI,TN,THIRUVALLUR,A
ZEALSMART'S INDIA TOP IT QUEST,S. MYTHILI,TN,THIRUVALLUR,A
INDIA VANIAR MALAR,A.SANKARAN,TN,THIRUVALLUR,M
ALL INDIA NEWS TRACK,S. ABDUL RAHIM,TN,THIRUVALLUR,M
INDIAN RESEARCH REVIEW,N. MOHAN,TN,THIRUVALLUR,Q
SOUTH INDIAN CRIME POINT,N. SEENIVASAN,TN,THIRUVALLUR,W
INDIAMITHIRAN,P. KRISHNADOSS,TN,THIRUVARUR,M
INDIAN JOURNAL FOR RESEARCH IN PHYSICAL EDUCATION AND SPORTS SCIENCES (IJRPESS),ADITANAR EDUCATIONAL INSTITUTION,TN,THOOTHUKKUDI/ TUTICORIN,HY
INDIAN BIBLE STUDENTS ASSOCIATION MONTHLY MAGAZINE,INDIAN BIBLE STUDENTS ASSOCIATION,TN,TIRUCHIRAPALLI,M
GREEN INDIA,JAMBULINGAM K,TN,TIRUCHIRAPPALLI,M
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD,TN,TIRUCHY,D
MAGAZINE OF THE COLLEGE OF INDIAN SYSTEMS OF MEDICINE,"GOVT COLLEGE OF INDIAN SYSTEM OF MEDICINE, PALAYAMKOTTAI",TN,TIRUNELVELI,A
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD.,TN,TIRUNELVELI,D
VANAKKAM INDIA,S. JESUDASS JACOB MONRAJ,TN,TIRUNELVELI,D
VANAKKAM INDIA,S. JESUDASS JACOB MONRAJ,TN,TIRUNELVELI,D
KNIT INDIA TIRUPPUR,KUMARAN,TN,TIRUPPUR,M
NAM INDIARKAL,S. SYED MUSTAFA,TN,TIRUPUR,F
SOUTH INDIAN CINEMA DIRECTORY,N. SEENIVASAN,TN,TIRUVALLUR,A
ILLAINGER INDIA,G. VELMURUGAN,TN,TIRUVALLUR,M
SOUTH INDIAN CINEMA,N. SEENIVASAN,TN,TIRUVALLUR,W
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,TRICHY,D
MEDINDIA NEWS,M. S. ASHRAF,TN,TRICHY,M
NEW BRIGHT INDIA,A. AMALRAJ,TN,TRICHY,M
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",TN,TRICHY,W
INDIAN HISTORICAL STUDIES,"HEAD OF THE DEPT.OF HISTORY,",TN,TRICHY DC,HY
INDIAN JOURNAL OF CONTINUING NURSING EDUCATION,"DEAN, COLLEGE OF NURSING, CHRISTIAN MEDICAL COLLEGE, VELLORE",TN,VELLORE,HY
THE INDIAN JOURNAL OF MEDICAL EDUCATION,INDIAN ASSOCIATION FOR THE ADVANCEMENT OF MEDICAL EDUCATION,TN,VELLORE,Q
INDIAN CHRISTIAN ENDEAVOUR UNION-NEWS BULLETIN,THE INDIA CHRISTIAN ENDEAVOUR UNION,TN,VELLORE,Q
THE NEW INDIAN EXPRESS,EXPRESS PUBLICATIONS (MADURAI) LTD.,TN,VILLUPURAM,D
HELLO INDIA,ARK THAMILSELVAN,TN,VILUPPURAM,M
NEW PYRO INDIA NEWS,VIJAYAKUMAR A,TN,VIRUDHUNAGAR,M
NEWS NEXT INDIA,VIREN AGARWAL,UP,AGRA,D
INDIA 7,ALOK NARAIN DALELA,UP,AGRA,F
INDIAN JOURNAL OF BIOLOGICAL STUDIES AND RESEARCH,VIJAY KUMAR SINGH,UP,AGRA,HY
INDIAN RESEARCH JOURNAL OF GENETICS AND BIOTECHNOLOGY,"THE INDIAN SOCIETY OF GENETICS , BIOTECHNOLOGY RESEARCH AND DEVELOPMENT",UP,AGRA,Q
PROMISING INDIA,NIMESH NIGAM,UP,AGRA,W
PARAKH INDIA,MEDIA EDUCATION SOCIETY,UP,AGRA,W
GET UP INDIA,PT. SUSHIL BHARDWAJ,UP,AGRA,W
INDIAN JOURNAL OF MULTIDISCIPLINARY SCIENCES,SHRIMATI RUMALI DEVI SEVA SAMITI,UP,ALIGARH,A
LIGHT OF INDIA,ANWAR ALI,UP,ALIGARH,F
INDIAN COMMUNIST,JAI GOPAL TIWARI,UP,ALIGARH,Q
NORTHERN INDIA PATRIKA,ALLAHABAD PATRIKA PVT. LTD.,UP,ALLAHABAD,D
NORTHERN INDIA PATRIKA,ALLAHABAD PATRIKA PVT. LTD.,UP,ALLAHABAD,D
INDIAN FACTORIES AND LABOUR REPORTS,V. K. KHARBANDA,UP,ALLAHABAD,F
INDIAN LEADER,JAHID SIDDIQUI,UP,ALLAHABAD,F
JOURNAL OF THE ANATOMICAL SOCIETY OF INDIA,THE ANATOMICAL SOCIETY OF INDIA,UP,ALLAHABAD,HY
ALL INDIA CASES,V.K.KHARBANDA,UP,ALLAHABAD,M
ASHA INFORMATION INDIA,ASHIK INAYAT AASHA,UP,ALLAHABAD,M
ALL INDIA UNANI TIBBI TARZUMAN,AFSARI BEGAM,UP,ALLAHABAD,M
PROBE INDIA,MITRA PRAKASHAN (P) LTD,UP,ALLAHABAD,M
ASHA INFORMATION INDIAN,NIL,UP,ALLAHABAD,M
INDIAN JOURNAL OF ECONOMICS,"DEPARTMENT OF ECONOMICS AND COMMERCE ALLAHABAD UNIVERSITY,",UP,ALLAHABAD,Q
THE STRANDED INDIA,MANOHAR LAL,UP,ALLAHABAD,Q
FRIDAY WEEKLY OF INDIA,"FRIDAY PUBLICATIONS, ALLAHABAD",UP,ALLAHABAD,W
DEVELOP INDIA,DHEER SINGH RAJPUT,UP,ALLAHABAD,W
INDIA DIARY,AMIT JAIN,UP,ALLAHABAD,W
EMPLOYMENT BUREAU OF INDIA,"LOK PRIYA LEAVING COMPANY PVT.LTD, ALLAHABAD",UP,ALLAHABAD,W
COMPETION WEEKLY OF INDIA,KESHAV CHAND PANDEY,UP,ALLAHABAD,W
INTEGRATE INDIA,SWATANTRA KUMAR SHUKLA,UP,ALLAHABAD/PRAYAGRAJ,D
THE INDIAN PRESS NEWS,ANKIT YADAV,UP,ALLAHABAD/PRAYAGRAJ,HY
NORTH CENTRAL OF INDIA,MUHAMMAD SAYED AHAMAD,UP,ALLAHABAD/PRAYAGRAJ,W
VISTRIT INDIA NEWS TIMES,DHIRENDRA KUMAR PANDEY,UP,AMBEDKAR NAGAR,W
INDIA VIA AMBEDKAR NAGAR,VIJAI SHANKER TIWARI,UP,AMBEDKAR NAGAR,W
KARM KSHETRA INDIA,MANISH KUMAR TIWARI,UP,AMETHI,D
SHIV INDIA TIMES,ASHEESH CHANDRA SAROJ,UP,AMETHI,D
SAMAR INDIA,AMAN KUMAR SIDHU,UP,AMROHA,D
SAMAR INDIA,AMAN KUMAR SIDHU,UP,AMROHA,W
SUNRISE NEWS INDIA,SUSHIL KUMAR SHARMA,UP,AMROHA,W
INDIAN READER NEWS,MRIDULA DWIVEDI,UP,AURAIYA,D
OUR BRAVE INDIA,ARUN KUMAR DASS,UP,"AYODHYA,FAIZABAD",W
JANHIT INDIA,MADAN MOHAN PANDEY,UP,AZAMGARH,D
JANHIT INDIA,MADAN MOHAN PANDEY,UP,AZAMGARH,M
BASAVAN INDIA,NARENDRA PRATAP,UP,AZAMGARH,M
GREAT INDIA,SOCIAL & CULTURAL DEVELOPMENT SANSTHAN,UP,AZAMGARH,M
ACTUAL INDIA,PAVAN KUMAR,UP,BADAUN,Q
HARGAON INDIA,SUNIL KUMAR,UP,BADAUN,W
MIZAN E INDIA,ZEESHAN ANSARI,UP,BADAUN,W
RAINBOW INDIA,TRIPURARI SHARAN SRIVASTAVA,UP,BAHRAICH,M
UNHEARD INDIA,JAIRAM ANURAGI,UP,BALLIA,W
NEWS FROM INDIA,KHALID SABIR,UP,BANDA,D
SHRI INDIA,M/S KEN MEDIA(PVT)LT,UP,BANDA,D
THE UNITY OF INDIA,U S KAUSHIK,UP,BARABANKI,F
AFREEN INDIA TIMES,KHURSHID ALAM,UP,BARABANKI,W
THE INDIAN OPINION,RAGHVENDRA MISHRA,UP,BARABANKI,W
REPORTER NEWS OF INDIA,SAYED HASHIM ALI,UP,BAREILLY,F
TOP INDIA NEWS,GOPAL SINGH,UP,BAREILLY,M
ALL INDIA GUIDE,AMAR NATH DAWAR,UP,BAREILLY,M
SHIKHAR INDIA,MANOJ KUMAR,UP,BAREILLY,Q
INDIAN PHOTOGRAPHERS JOURNAL AND GUIDE,BHAWANI PRASHAD SHAH,UP,BARELLY,M
NATIONALIST INDIA,KRISHAN DEV MISHRA,UP,BASTI,OP
INDIA SPEECH,FATEH AHMAD KHAN,UP,BASTI,W
AZEEM INDIA,MOHD.SALEEM,UP,BHADOI,D
INDIAN FIGHTER,JAGDISH CHANDRA,UP,BIJNOR,M
INDIA TRACK,AVNEESH KUMAR VERMA,UP,BIJNOR,Q
ROJGAR CAREER INDIA,PRADEEP KR.MITTAL,UP,BULANDSHAHAR,F
NAV INDIA NEWS PARISHAD,RAJENDRA KUMAR SAGAR,UP,BULANDSHAHAR,W
